sonstiges,numberofrooms,time_dest3,provision1,hascourtage,provision2,creation,realtorcompanyname,contphonenumber,currency,listingtype,companywidecustomerid,contsalutation,lng,balcony,city,media_count,district,title,entry_land2,entry_land1,guesttoilet,privateoffer,housenumber,retype,zip_code,contfirstname,cellar,objektbeschreibung,garden,contcompany,land_transfer2,land_transfer1,streamingvideo,livingspace,contlastname,time_dest,realtorlogo,lift,address,lat,spotlightlisting,kitchen,immo_id,floorplan,criteriagroup,notary2,contname,time_dest2,notary1,value,url,precisehousenumber,street,marketingtype,isbarrierfree,priceintervaltype
,3,,0,NO,0,2019-11-05T20:41:47.031+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53764,true,,3,Brackel,Dinweg 18 : Dreizimmmerwohnung mit Balkon ab 1.1.2020 frei!,0.5,483,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Schöne Dreizimmerwohnung mit Balkon eine in einem gepflegten Mehrfamilienhaus in Brackel.
Das Haus ist umgeben von Grünflächen und die Lage ist angenehm ruhig..

Haben Sie Interesse? Dann senden Sie die Objekt-Id 511-019 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.279,false,59.66,Lang-Lindemann,,,false,Dortmund Dingweg 18,51.52784,false,false,114011758,false,1959,1.5,Thorsten Lang-Lindemann,,1.449,,https://www.immobilienscout24.de/expose/114011758,,,,false,
,3.5,,0,NO,0,2019-11-05T20:41:47.031+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53698,true,,3,Brackel,"AB 1.1.2020 freie 3,5 Zimmerwohnung in Brackel!",0.5,498,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Seltene 3,5 Zimmerwohnung mit Balkon. Die Wohnung besitzt 2 Wohnschlafzimmer, ein Kinderzimmer, eine Küche und ein Bad.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 509-017 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.474,false,60.75,Lang-Lindemann,,,false,Dortmund Dingweg 13,51.52812,false,false,113877008,false,1959,1.5,Thorsten Lang-Lindemann,,1.494,,https://www.immobilienscout24.de/expose/113877008,,,,false,
,3,,3462.9,YES,3.57,2019-11-05T20:41:47.031+01:00,Immobilien Wangard GmbH,0231 16878,,S,,MALE,,false,,5,Höchsten,Eigentumswohnung im Dachgeschoss (2.OG!) mit Spitzboden Do-Süd / Höchsten!,0.5,485,false,false,,search:ApartmentBuy,44267,Udo,false,"
Eigentumswohnung im Dachgeschoss (2.OG!) eines 6-Familienhauses in guter, ruhiger Lage von Dortmund-Süd im bevorzugten Vorort Höchsten in einer Wohnstraße. Die Infrastruktur ist gut. Schule, Kindergarten, Ärzte, Apotheke, Banken, Post und Geschäfte, die den täglichen Bedarf decken, sind in der Nähe vorhanden.


Raumaufteilung:
 
Dachgeschoss 60 m² Wohnfläche:
 Wohnzimmer, Schlafzimmer, Kinderzimmer, Küche, Diele mit Garderobe, Bad mit Wanne / WC / Waschtisch;
Spitzboden 15 m² Nutzfläche:
 Sondernutzungsrecht für alle baurechtlich zulässigen Zwecke an dem über der Wohnung liegenden Spitzboden;
 Keller:
 Kellerraum, Wasch- und Trockenraum;

Ausstattung: 
 Gas-Zentralheizung der Marke Vaillant, Kunststofffenster mit Isolierverglasung, Bodenbelag Parkett / Teppich / Fliesen, eigene Wasserzähler, Kabel-TV, Haussprechanlage!

Hausgeld:
 Die monatliche Hausgeldvorauszahlung für Heizung, Wasser, Abwasser, Abfallentsorgung, Straßenreinigung, Gartenpflege, Rücklagen, Versicherungen, Verwalter usw. beträgt  EUR 150,--! Solide Wohneinheit mit nur 6 Wohnungen! Die Wohnungen werden von einer namhaften Dortmunder Hausverwaltung verwaltet!

Energieausweis:
 Der Energieausweis mit einem äußerst effizienten Verbrauchskennwert von 97 kWh/(m²a) liegt vor! 

Vermietung: 
 Die Wohnung ist an eine solide Dame mit einer monatlichen Miete von EUR 360,-- zuzüglich Nebenkostenvorauszahlung von  EUR 127,26 = EUR 487,26 vermietet!

Besonderheit:
 Das Sondernutzungsrecht an dem über der Wohnung liegenden Spitzboden ist im Kaufpreis enthalten!

Zu Ihrer Information sind unter www.Immobilien-Wangard.de die Grundrisse der Wohnung im Dachgeschoss und des Sondernutzungsrechtes  im Spitzboden für Sie hinterlegt.
",false,Immobilien Wangard GmbH,6.5,6.305,false,60,Wangard,,https://pictures.immobilienscout24.de/usercontent/d4236de1-9a29-4f2f-a4e7-ce194a5c32f7.JPG,false,,,false,false,113864428,false,1976,1.5,Udo Wangard,,1.455,,https://www.immobilienscout24.de/expose/113864428,,,,false,
"Wir suchen Immobilienprofis und Menschen, die es werden wollen... 
Sie kennen jemanden, der Interesse an einer Karrieremöglichkeit in der Immobilienbranche hat?
Sprechen Sie mich an!

Steht Ihre Finanzierung schon? Sichern Sie sich die günstigen Angebote unserer Baufinanzierungsabteilung!

Unsere Finanzierungsexperten stehen Ihnen gerne mit Rat und Tat zur Seite.",1,,0,NO,0,2019-11-05T20:41:47.031+01:00,Postbank Immobilien GmbH,0231 91592183,,S,,MALE,,true,,3,Wellinghofen,"
*o.zuzügl. Käufercourtage* 1-Zimmer-Wohnung. Kleine Welt ganz groß !  ",0.5,309.5,false,false,,search:ApartmentBuy,44265,Sumit,true,"Die Lage macht’s …

Bei diesem Objekt handelt es sich um eine gut geschnittene Eigentumswohnung in einem 1966 erbauten Wohnhaus im Süden von Dortmund.
Die Wohnung liegt im 5.OG in einer gepflegten Wohnanlage mit 62 Wohneinheiten.
Sie betreten die ca.40 m² große Wohnung über eine kleine Diele von der aus das Wohnzimmer, die  separate Küche und der Sonnenbalkon zugänglich sind.
Das Wohnzimmer mit Zugang zum Balkon bietet Ihnen ausreichend Platz für die Einrichtung eines Wohn- und Essbereiches. 
Zwei große Fenster bringen viel Licht in das Zimmer.
Zusätzlich profitieren die Hausbewohner hier von einem gepflegten Aufzug.

Zur Wohnung gehört ein separater Keller- und ein gemeinsamer Waschraum.
Zurzeit ist die Wohnung gut vermietet und ist somit optimal für Kapitalanleger!",true,Postbank Immobilien GmbH,6.5,4.0235,false,40,Bedi,,,true,,,false,false,114065231,false,1966,1.5,Sumit Bedi,,0.9285,,https://www.immobilienscout24.de/expose/114065231,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
#Energieträger laut Energieausweis: Gas, Strom#
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",2.5,,0,NO,0,2019-11-05T20:42:03.934+01:00,Vonovia SE,,,S,,MALE,7.5904,false,,4,Sölde,Langfristig vermietete Wohnung zur Kapitalanlage!,0.5,299.5,false,false,,search:ApartmentBuy,44289,Marc,true,"Die Eigentümergemeinschaft Anemonenstr. 2-16 und Geranienstr. 17+19 besteht aus 10 Häusern mit insgesamt 44 Wohnungen und 5 Garagen. Die Gebäude wurden im Jahre 1959 fertig gestellt. 
Das Naherholungsgebiet Sölder Holz ist fußläufig zu erreichen. Geprägt von Grünflächen mit zahlreichen Bäumen ist die Blumensiedlung eine zentrale und dennoch grüne Wohnlage. Eine solide und gewachsene Mieterstruktur zeichnet die Nachbarschaft aus.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 504-004 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,3.8935,false,46.53,Jobski,,https://pictures.immobilienscout24.de/usercontent/5f8cea23-11f6-4f7f-b677-ba6342fb33fc.PNG,false,Dortmund Anemonenstraße 2,51.49641,false,false,113553723,false,1959,1.5,Marc Jobski,,0.8985,,https://www.immobilienscout24.de/expose/113553723,,,,false,
,3,,4962.3,YES,3.57,2019-11-05T20:41:47.031+01:00,PlanetHome Group GmbH,0231 5897984-2,,S,,MALE,,true,,9,Sölderholz,Junggebliebene 3-Zimmer-Wohnung mit Balkon in Dortmund-Sölderholz,0.5,695,false,false,,search:ApartmentBuy,44289,Wilfried,true,"Diese von uns exklusiv angebotene Eigentumswohnung wurde in ca. 1972 erbaut und 1998 erstmalig saniert. Die Eigentumswohnung befindet sich im ersten Obergeschoss eines Mehrfamilienhauses mit 10 Wohnungen und hat eine Größe von ca. 67 m², aufgeteilt auf 3 Zimmer und einem einladenden zum Garten zugewandten Ostbalkon. 
Die Wohnung besticht durch die lichtdurchflutete modern geschnittene Raumaufteilung sowie das im September 2018 kernsanierte Duschbad. Der Fußboden der gesamten Wohnung ist mit hochwertigen Fliesen ausgelegt. Die Wohnküche ist mit einer modernen Einbauküche ausgestattet.
Kompetiert wird Ihr neues Heim mit einem praktischen Kellerabteil und einem Waschkeller. Die Eigentümergemeinschaft umfasst insgesamt 10 Miteigentümer.",false,PlanetHome Group GmbH,6.5,9.035,false,67,Kötting,,https://pictures.immobilienscout24.de/usercontent/dd40ecdc-eefa-4448-bed1-0817541b8267.PNG,false,,,false,true,114066111,true,1972,1.5,Wilfried Kötting,,2.085,,https://www.immobilienscout24.de/expose/114066111,,,,false,
Bei Interesse stehen wir Ihnen für Rückfragen jedezeit zur Verfügung. Ihr Wilcke Immobilien-Team.,3,,0,NO,0,2019-11-05T20:41:47.031+01:00,Wilcke Immobilien GmbH,0208 94112184,,S,,MALE,,false,,12,Lütgendortmund,"95.000 €, 70 m², 3 Zimmer",0.5,475,false,false,,search:ApartmentBuy,44388,Robert,true,"Die renovierte Eigentumswohnung befindet sich in der44388 Dortmund. Sie umfasst eine Wohnfläche von ca. 70m² sowie eine Nutzfläche von ca. 10m². Die Dachgeschosswohnung befindet sich im 2. Obergeschoss. Das Haus verfügt über eine Gas-Zentralheizung und wurde 1901 gebaut.
Direkt an einer 30er-Zone gelegen stehen Parkmöglichkeiten zur Verfügung. ",false,Wilcke Immobilien GmbH,6.5,6.175,false,70,Wilcke,,https://pictures.immobilienscout24.de/usercontent/730bff24-0ea0-434b-aa27-f72ac72c9c8d.PNG,false,,,false,false,114117343,false,1901,1.5,Robert Wilcke,,1.425,,https://www.immobilienscout24.de/expose/114117343,,,,false,
"Vereinbaren Sie noch heute einen Besichtigungstermin!
_____________________________________________________

Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.
    ",3,,6426,YES,4.76,2019-11-05T20:41:47.031+01:00,McMakler GmbH,0800 5008002,,S,,NO_SALUTATION,,true,,12,Aplerbeck,"Attraktives Renditepaket: 2 vermietete 1,5-Zi.-ETW mit Südbalkonen in Toplage von Dortmund-Aplerbeck",0.5,675,false,false,,search:ApartmentBuy,44287,Ihr,true,"+++    Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1600395?accessKey=5dd1    +++

Zum Verkauf steht dieses attraktive Renditepaket bestehend aus 2 gepflegten 1,5-Zimmer-Wohnungen in beliebter Lage von Dortmund-Aplerbeck. Die Immobilien befinden sich im Erd- bzw. 2. Obergeschoss eines 1978 erbauten Mehrfamilienhauses, umfassen zusammen 93 m² und verfügen jeweils über einen großzügigen Wohn- und Schlafraum mit angrenzendem Südbalkon, eine separate Küche und ein zeitgemäß ausgestattetes Wannenbad mit Waschmaschinenanschluss. Für zusätzlichen Stauraum sorgen darüber hinaus 2 separate Kellerabteile.

Die Wohnung im Erdgeschoss ist seit Oktober 2019 zu einer Jahresnettokaltmiete von 3.240 € bei einem monatlichen Hausgeld von 196 € vermietet, während die seit Dezember 2011 vermietete Wohnung im 2. Obergeschoss eine jährliche Nettokaltmiete von 2.580 € bei einem monatlichen Hausgeld von 211 € erzielt. Somit profitieren Sie hier insgesamt von einer Jahresnettokaltmiete in Höhe von 5.820 € bei einem monatlichen Hausgeld von 407 €. Die Instandhaltungsrücklage für das gesamte Wohnhaus beträgt derzeit 68. 785,61 €, während pro Wohneinheit aktuell 1.100,57 € vorliegen.

Objektnr.: 1019623",false,McMakler GmbH,6.5,8.775,false,92.01,McMakler Team,,https://pictures.immobilienscout24.de/usercontent/f3a351cd-c19f-44da-a80c-24fcd3db09a0.PNG,false,,,false,false,114123192,true,1978,1.5,Ihr McMakler Team,,2.025,,https://www.immobilienscout24.de/expose/114123192,,,,false,
"Vereinbaren Sie noch heute einen Besichtigungstermin!
_____________________________________________________

Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.
    ",3,,6664,YES,4.76,2019-11-05T20:41:47.031+01:00,McMakler GmbH,0800 5008002,,S,,NO_SALUTATION,,true,,13,Eving,Sehr gepflegte 3-Zi.-ETW mit Südbalkon im zentrumsnahen Dortmund-Eving,0.5,700,false,false,,search:ApartmentBuy,44339,Ihr,true,"+++   Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1585745   +++

Ihr neues Zuhause in Dortmund-Obereving erwartet Sie ab sofort bezugsfrei: Zum Verkauf steht hier eine gemütliche 3-Zimmer-Wohnung, die sich sowohl für Paare als auch für kleine Familien eignet. Nur etwa 7 U-Bahnminuten vom Zentrum entfernt machen Sie es sich hier auf ca. 72 m² Wohnfläche gemütlich und verbringen Sonnenstunden auf Ihrem überdachten Südbalkon.

Die Wohnung befindet sich im 3. Obergeschoss eines 1969 errichteten Mehrparteienhauses und wurde 2005-2006 saniert. Helle, modern gestaltete Wohnräume laden zum Verweilen ein - darunter das Wohnzimmer mit Balkonzugang und 2 Schlafzimmer, von denen sich eines je nach Bedarf auch als Ankleide- oder Bürozimmer eignet. Kochfreuden verspricht die Küche mit Einbauküche, kleinem Essbereich und raffinierten Lichtelementen. Das Duschbad komplettiert den Grundriss.

Zusätzlichen Stauraum bietet neben der kleinen Abstellkammer am Flur außerdem ein eigenes, abschließbares Kellerabteil mit Fenster. Auch ist ein Fahrradraum im Kellergeschoss vorhanden. Ihren Pkw hingegen können Sie auf Parkplätzen im öffentlichen Straßenraum abstellen. Winterdienst und Hausreinigung übernimmt der Hausmeister der Anlage - das Hausgeld beläuft sich auf 253 € pro Monat zzgl. 209,65 € Instandhaltungsrücklage.

Der  Energieausweis ist beantragt und liegt bis spätestens zur Besichtigung vor.

Objektnr.: 1019647",false,McMakler GmbH,6.5,9.1,false,72,McMakler Team,,https://pictures.immobilienscout24.de/usercontent/f3a351cd-c19f-44da-a80c-24fcd3db09a0.PNG,false,,,false,true,114123236,true,1969,1.5,Ihr McMakler Team,,2.1,,https://www.immobilienscout24.de/expose/114123236,,,,false,
,3.5,,0,NO,0,2019-11-05T20:42:03.935+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53598,true,,3,Brackel,Freie Schöne 3- Zimmerwohnung  mit Balkon im Brüchtenweg !,0.5,539,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Die hier zum Verkauf angebotene  3 Zimmer Eigentumswohnung befindet sich im 1. Stock eines 6-Famileinhauses in einer ruhigen und gemütlichen Wohngegend.

Die Wohnung verfügt über ca. 61 m² welche sich auf 3 geräumige Zimmer einer hellen Küche, einer Diele und einem Badezimmer mit Badewanne verteilen. Alle Räume sind von der Diele aus frei zugänglich.

Zusätzlich verfügt die Wohnung über einen schönen Balkon, auf welchem man seine Feierabende und Wochenenden wunderbar verbringen kann.

Zahlreiche Parkmöglichkeiten befinden sich am Objekt so wie in den umliegenden Straßen.

Überzeugen Sie sich selbst und vereinbaren Sie einen Termin zur Besichtigung dieser Immobilie!

Haben Sie Interesse? Dann senden Sie die Objekt-Id 507-034 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,7.007,false,61.44,Lang-Lindemann,,,false,Dortmund Brüchtenweg 17,51.5268,false,false,112062534,false,1967,1.5,Thorsten Lang-Lindemann,,1.617,,https://www.immobilienscout24.de/expose/112062534,,,,false,
,3,,0,NO,0,2019-11-05T20:42:03.935+01:00,HAK Immobilien GmbH,,,S,,MALE,7.36474,false,,14,Kirchlinde,"8,4% Rendite!!Heute schon an morgen denken! Top Wohnung inkl. Garten und Stellplatz",0.5,699.995,true,false,,search:ApartmentBuy,44379,Cenap,false,"Die Eigentumswohnung befindet sich im 1. OG, sie besteht aus drei Zimmern, Küche, Diele,  2 Bäder (1 x mit Dusche, 1 x mit Badewanne). Ihr ist der Kellerraum Nr. 17 und 18 zugeordnet. Zu der Wohnung gehört noch das Sondernutzungsrecht an einem PKW-Stellplatz und einer Gartenfläche.

Aktuell ist die Wohnung zu einer monatlichen Kaltmiete von 980,00€ vermietet.",false,HAK Immobilien GmbH,6.5,9.099935,false,82,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Bockenfelder Str. 26,51.52053,false,false,112278809,true,1950,1.5,Cenap Yildirim,,2.099985,,https://www.immobilienscout24.de/expose/112278809,,,,false,
,2,,2820.3,YES,3.57,2019-11-05T20:42:03.935+01:00,PlanetHome Group GmbH,,,S,,MALE,,true,,11,Nette,Schöne 2-Zimmer Wohnung in Dortmund-Nette,0.5,395,false,false,,search:ApartmentBuy,44359,Daniel,true,"Die von uns exklusiv angebotene 2-Zimmer-Eigentumswohnung als Eigennutzung oder Kapitalanlage befindet sich im 5. Obergeschoss einer im Jahre ca. 1974 in bester Massivbauweise erstellten siebengeschossigen Wohnanlage mit 24 Wohneinheiten.
Die Wohnung überzeugt vor allem durch den praktischen und durchdachten Grundriss, sowie dem sonnigen und idyllischen Balkon.

Über den geräumigen Eingangsbereich, der diverse Einrichtungsmöglichkeiten bietet, gelangt man in die Küche, die mit einem Fenster ausgestattet ist.
Das angenehm helle und großzügige Wohnzimmer verfügt über einen Zugang zum Balkon mit Blick in die Umgebung. Das Schlafzimmer lässt sich aufgrund des vorteilhaften Schnittes optimal möblieren. Zudem gibt es noch einen gut konzipierten Abstellraum.

Das Badezimmer verfügt über eine Badewanne und eine separate Toilette. Hierbei ist das Badezimmer relativ modern bzw. zeitlos gefliest.

Die gesamte Wohneinheit, in der ausschließlich Fliesen verwendet wurden, befindet sich in einem gepflegten Zustand.",false,PlanetHome Group GmbH,6.5,5.135,false,66,Liebner,,https://pictures.immobilienscout24.de/usercontent/dd40ecdc-eefa-4448-bed1-0817541b8267.PNG,true,,,false,true,112451148,true,1974,1.5,Daniel Liebner,,1.185,,https://www.immobilienscout24.de/expose/112451148,,,,false,
,4.5,,0,NO,0,2019-11-05T20:42:03.935+01:00,HAK Immobilien GmbH,,,S,,MALE,7.48521,false,,5,Innenstadt,!!Heute schon an morgen denken! -Kapitalanlage- Eigentumswohnung in Dortmund,0.5,625,false,false,,search:ApartmentBuy,44143,Cenap,true,"Die Eigentumswohnung befindet sich im 1. OG, sie besteht aus vier Zimmern, Küche, Diele,  Bad. Ihr ist der Kellerraum Nr. 7 zugeordnet.",false,HAK Immobilien GmbH,6.5,8.125,false,84,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Körnebachstr. 53,51.51965,false,false,112428193,true,,1.5,Cenap Yildirim,,1.875,,https://www.immobilienscout24.de/expose/112428193,,,,false,
,1,,4712.4,YES,4.76,2019-11-05T20:42:03.935+01:00,ImmoSky Deutschland GmbH,0234 585 458 58,,S,,NO_SALUTATION,,false,,9,Innenstadt,Pendler und Studenten aufgepasst,0.5,495,false,false,,search:ApartmentBuy,44141,Lisa,true,"Top gepflegtes und modernes Einzimmerappartement in beliebter Lage. 
Perfekt geeignet für Pendler, die kurze Aufenthalte in Dortmund haben oder aber als Dauerwohnsitz für Studenten.  

Die Souterrains Wohnung bietet eine gehobene Ausstattung. 

Von der Diele aus geht es in das hochwertige Tageslichtbad, welches mit Dusche und Badewanne ausgestattet ist. Der Sandsteinboden rundet das helle und moderne Bad ab. 

Zurück durch die Diele geht es in das 33 m² große Zimmer mit einer Fensterfront, die den Blick ins Grüne zulässt. 

Eine Einbauküche ist nicht verbaut. Die notwendigen Leitungen sind allerdings bereits vorhanden. 

Zu dem Apartment gehört ein Kellerabteil. 

Energieverbrauchsausweis: 81 kWh, Klasse: C, wesentlicher Energieträger: Leichtes Öl

Haben wir Ihr Interesse geweckt, dann schreiben Sie uns gerne an.





",false,ImmoSky Deutschland GmbH,6.5,6.435,false,42,Obermüller,,https://pictures.immobilienscout24.de/usercontent/19349e28-0d6d-4b7c-b215-db0ec04e67b7.PNG,false,,,false,false,112912484,false,1968,1.5,Lisa Obermüller,,1.485,,https://www.immobilienscout24.de/expose/112912484,,,,false,
,3.5,,0,NO,0,2019-11-05T20:42:03.934+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.37809,true,,3,Rahm,Kapitalanlage: Vermietete gut geschnittene 3 Zi.-Wo. mit Sonnenbalkon!,0.5,422.5,false,false,,search:ApartmentBuy,44369,Thorsten,false,"Ehrlichstraße 13, Dortmund
Mehrfamilienhaus, 1. OG
Baujahr 1968

Haben Sie Interesse? Dann senden Sie die Objekt-Id 415-034 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,5.4925,false,68.71,Lang - Lindemann,,,false,Dortmund Ehrlichstraße 13,51.53295,false,false,113159229,false,1968,1.5,Thorsten Lang - Lindemann,,1.2675,,https://www.immobilienscout24.de/expose/113159229,,,,false,
,3,,0,NO,0,2019-11-05T20:42:03.935+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.37692,true,,3,Rahm,"Dortmund-Huckarde: 3 Zimmer, KDB, Balkon in der Lauestrasse 42 ab 1.11.2019 frei!",0.5,431,false,false,,search:ApartmentBuy,44369,Thorsten,false,"Die hier angebotene 3 Zimmer Wohnung befindet sich in der zweiten Etage eines gepflegten Mehrfamilienhauses im schönen Stadtteil Huckarde.

Die Wohnfläche von ca. 69m² verteilt sich auf 3 helle Zimmer, einer gemütlichen Küche, einer Diele und einem Badezimmer mit Badewanne. Des Weiteren lädt ein großer Balkon zum verweilen ein.

Parkmöglichkeiten sind auf dem großen Gemeinschaftsparkplatz vor dem Haus ausreichend vorhanden.

Überzeugen Sie sich selbst und vereinbaren Sie einen Besichtigungstermin! Wir freuen uns auf Ihren Anruf!

Haben Sie Interesse? Dann senden Sie die Objekt-Id 417-197 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,5.603,false,69,Lang - Lindemann,,,false,Dortmund Lauestraße 42,51.53267,false,false,113084628,false,1968,1.5,Thorsten Lang - Lindemann,,1.293,,https://www.immobilienscout24.de/expose/113084628,,,,false,
,3,,0,NO,0,2019-11-05T20:42:03.934+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53744,true,,4,Brackel,"Freie 3,5 Zimmerwohnung in Brackel",0.5,464,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Seltene 3,5 Zimmerwohnung mit Balkon. Die Wohnung besitzt 2 Wohnschlafzimmer, ein Kinderzimmer, eine Küche und ein Bad.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 509-084 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.032,false,61.8,Lang-Lindemann,,,false,Dortmund Unterer Sendweg 29,51.52856,false,false,113144453,false,1959,1.5,Thorsten Lang-Lindemann,,1.392,,https://www.immobilienscout24.de/expose/113144453,,,,false,
,2.5,,0,NO,0,2019-11-05T20:42:03.934+01:00,,0176 31295858,,S,,MALE,7.49918,true,,17,Niederhofen,Provisionsfrei! Wunderschöner Ausblick! Wohnung mit zwei Balkonen!,0.5,700,true,true,,search:ApartmentBuy,44265,Leon,true,"Diese ansprechende Immobilie liegt in einer ruhigen Seitenstraße in der siebten Etage eines Mehrparteienhauses im schönen Dortmunder Süden (Wellinghofen) und ermöglicht einen Rundumblick über Dortmund.

Neben zweieinhalb einladenden Zimmern zählen zu der Wohnung ein Badezimmer sowie ein separates Gäste-WC. 
Die Wohnung lässt sich bequem über einen Fahrstuhl erreichen und ist barrierefrei zugänglich. 
Das Apartement wird per Gasetagenheizung beheizt. 
Die letzte Modernisierung fand erst im Jahr 2019 statt. Es wurden die Fenster der Wohnung erneuert und der Hausflur modernisiert.  
Die Erneuerung der Fassade sowie aller Balkone des Hauses ist in Planung und die Finanzierung bereits gesichert. Das Dach ist ebenfalls in neuwertigem Zustand. 
Das monatliche Hausgeld beträgt z.Z. 224,00 €, wird aber nach Abschluss der Fassdenarbeiten voraussichtlich wieder herabgesetzt.
Besonders hervorzuheben sind die zwei Balkone, auf denen es sich wunderbar vom Alltag erholen lässt. 

Die Garage ist mit im Kaufpreis inbegriffen und befindet sich im angrenzenden Garagenhof. Im Mansardenbereich, der an die Wohnung angrenzt, steht ein Abstellraum zur Verfügung (wie Kellerstellplatz). 
Die Eigentumswohnung ist derzeit an eine sehr zuverlässige Mieterin vermietet. 
Die Wohnung kann provisionsfrei von privat übernommen werden.",false,,6.5,9.1,false,62,Senge,,,true,Dortmund Godekinstr. 9,51.4633,false,true,113285979,false,1962,1.5,Leon Senge,,2.1,,https://www.immobilienscout24.de/expose/113285979,,,,true,
